iter	Passed	Remaining
3343	41385	268016
3344	41397	267999
3345	41408	267979
3346	41419	267960
3347	41431	267942
3348	41442	267923
3349	41454	267909
3350	41466	267892
3351	41477	267871
3352	41489	267854
3353	41501	267842
3354	41513	267826
3355	41525	267812
3356	41537	267798
3357	41549	267781
3358	41561	267765
3359	41572	267746
3360	41584	267729
3361	41595	267710
3362	41607	267693
3363	41618	267674
3364	41629	267653
3365	41640	267635
3366	41652	267616
3367	41663	267597
3368	41675	267579
3369	41686	267560
3370	41697	267540
3371	41708	267521
3372	41720	267504
3373	41732	267488
3374	41744	267472
3375	41755	267454
3376	41767	267437
3377	41778	267416
3378	41789	267398
3379	41801	267378
3380	41812	267360
3381	41824	267342
3382	41836	267330
3383	41848	267313
3384	41859	267295
3385	41871	267278
3386	41882	267261
3387	41894	267244
3388	41905	267226
3389	41918	267212
3390	41932	267211
3391	41945	267205
3392	41959	267200
3393	41972	267195
3394	41985	267188
3395	41999	267181
3396	42011	267171
3397	42025	267164
3398	42038	267157
3399	42051	267150
3400	42064	267139
3401	42077	267132
3402	42090	267127
3403	42103	267120
3404	42117	267112
3405	42130	267106
3406	42143	267100
3407	42156	267090
3408	42169	267083
3409	42182	267074
3410	42195	267064
3411	42208	267057
3412	42221	267050
3413	42234	267041
3414	42248	267034
3415	42261	267026
3416	42274	267018
3417	42287	267010
3418	42300	267003
3419	42313	266997
3420	42327	266990
3421	42340	266982
3422	42353	266975
3423	42366	266967
3424	42379	266961
3425	42392	266954
3426	42405	266944
3427	42418	266936
3428	42430	266920
3429	42442	266905
3430	42454	266891
3431	42466	266874
3432	42478	266858
3433	42489	266843
3434	42502	266832
3435	42516	266831
3436	42531	266831
3437	42545	266832
3438	42558	266824
3439	42571	266811
3440	42584	266804
3441	42596	266793
3442	42609	266785
3443	42622	266771
3444	42634	266760
3445	42647	266750
3446	42659	266737
3447	42672	266726
3448	42684	266714
3449	42697	266703
3450	42709	266687
3451	42720	266672
3452	42732	266651
3453	42743	266634
3454	42755	266619
3455	42767	266601
3456	42778	266583
3457	42789	266564
3458	42801	266548
3459	42813	266532
3460	42825	266516
3461	42836	266499
3462	42848	266480
3463	42859	266462
3464	42871	266444
3465	42882	266426
3466	42893	266406
3467	42905	266388
3468	42916	266371
3469	42928	266354
3470	42940	266338
3471	42951	266320
3472	42963	266303
3473	42974	266284
3474	42988	266278
3475	43001	266272
3476	43013	266259
3477	43026	266250
3478	43040	266244
3479	43052	266233
3480	43065	266224
3481	43078	266215
3482	43091	266208
3483	43105	266203
3484	43122	266221
3485	43137	266223
3486	43152	266227
3487	43166	266228
3488	43180	266226
3489	43194	266223
3490	43208	266218
3491	43221	266210
3492	43234	266203
3493	43247	266196
3494	43261	266189
3495	43274	266181
3496	43287	266173
3497	43300	266167
3498	43314	266161
3499	43327	266153
3500	43340	266146
3501	43353	266139
3502	43367	266133
3503	43380	266124
3504	43393	266115
3505	43406	266107
3506	43417	266088
3507	43430	266082
3508	43443	266073
3509	43456	266064
3510	43470	266057
3511	43483	266049
3512	43496	266045
3513	43509	266036
3514	43523	266029
3515	43536	266020
3516	43549	266015
3517	43560	265995
3518	43572	265978
3519	43585	265971
3520	43599	265965
3521	43612	265957
3522	43625	265948
3523	43638	265941
3524	43651	265934
3525	43664	265925
3526	43677	265917
3527	43691	265912
3528	43704	265906
3529	43718	265901
3530	43731	265896
3531	43745	265890
3532	43758	265882
3533	43772	265882
3534	43786	265879
3535	43801	265879
3536	43815	265876
3537	43829	265874
3538	43843	265873
3539	43857	265873
3540	43872	265874
3541	43887	265874
3542	43899	265864
3543	43913	265858
3544	43926	265851
3545	43939	265845
3546	43952	265836
3547	43965	265824
3548	43977	265811
3549	43990	265800
3550	44002	265787
3551	44014	265774
3552	44027	265762
3553	44040	265754
3554	44053	265747
3555	44067	265741
3556	44080	265733
3557	44093	265726
3558	44107	265721
3559	44121	265717
3560	44134	265712
3561	44148	265706
3562	44161	265699
3563	44174	265688
3564	44186	265679
3565	44200	265671
3566	44213	265663
3567	44226	265653
3568	44239	265644
3569	44252	265637
3570	44265	265632
3571	44279	265625
3572	44292	265620
3573	44305	265608
3574	44318	265601
3575	44331	265591
3576	44344	265583
3577	44356	265569
3578	44368	265555
3579	44380	265537
3580	44392	265524
3581	44404	265507
3582	44415	265490
3583	44427	265472
3584	44438	265454
3585	44450	265436
3586	44462	265421
3587	44474	265407
3588	44486	265391
3589	44499	265383
3590	44511	265372
3591	44524	265361
3592	44536	265346
3593	44549	265336
3594	44562	265328
3595	44575	265320
3596	44588	265312
3597	44602	265306
3598	44614	265294
3599	44626	265282
3600	44639	265273
3601	44651	265257
3602	44664	265246
3603	44677	265236
3604	44689	265222
3605	44700	265205
3606	44712	265190
3607	44724	265174
3608	44735	265154
3609	44747	265136
3610	44758	265118
3611	44770	265100
3612	44781	265082
3613	44792	265063
3614	44804	265044
3615	44815	265027
3616	44827	265012
3617	44840	265000
3618	44852	264989
3619	44865	264978
3620	44878	264969
3621	44891	264958
3622	44904	264953
3623	44917	264942
3624	44930	264934
3625	44942	264918
3626	44954	264908
3627	44967	264896
3628	44979	264884
3629	44992	264872
3630	45004	264860
3631	45017	264850
3632	45029	264837
3633	45042	264826
3634	45055	264814
3635	45067	264802
3636	45080	264792
3637	45092	264779
3638	45104	264764
3639	45116	264750
3640	45128	264736
3641	45140	264720
3642	45152	264703
3643	45163	264686
3644	45175	264670
3645	45186	264651
3646	45198	264636
3647	45210	264619
3648	45221	264601
3649	45233	264583
3650	45244	264567
3651	45256	264549
3652	45268	264532
3653	45279	264516
3654	45291	264498
3655	45302	264480
3656	45314	264462
3657	45326	264447
3658	45337	264430
3659	45349	264415
3660	45361	264402
3661	45374	264393
3662	45387	264382
3663	45399	264367
3664	45412	264357
3665	45425	264348
3666	45438	264340
3667	45451	264330
3668	45463	264320
3669	45477	264316
3670	45491	264312
3671	45504	264305
3672	45518	264299
3673	45531	264290
3674	45543	264275
3675	45556	264267
3676	45569	264255
3677	45580	264239
3678	45592	264226
3679	45605	264211
3680	45616	264194
3681	45628	264178
3682	45640	264164
3683	45652	264148
3684	45663	264131
3685	45675	264115
3686	45687	264100
3687	45698	264082
3688	45710	264066
3689	45722	264048
3690	45733	264031
3691	45745	264013
3692	45756	263997
3693	45768	263979
3694	45780	263963
3695	45791	263946
3696	45803	263928
3697	45814	263912
3698	45826	263893
3699	45837	263876
3700	45849	263860
3701	45861	263843
3702	45872	263828
3703	45885	263814
3704	45896	263796
3705	45908	263779
3706	45919	263764
3707	45931	263747
3708	45943	263729
3709	45954	263712
3710	45966	263697
3711	45978	263681
3712	45990	263665
3713	46001	263648
3714	46012	263630
3715	46024	263612
3716	46035	263593
3717	46047	263575
3718	46058	263556
3719	46070	263541
3720	46082	263526
3721	46093	263508
3722	46104	263489
3723	46115	263470
3724	46127	263455
3725	46139	263436
3726	46151	263421
3727	46162	263406
3728	46174	263389
3729	46186	263373
3730	46197	263355
3731	46209	263336
3732	46220	263322
3733	46232	263304
3734	46245	263296
3735	46259	263290
3736	46271	263280
3737	46284	263269
3738	46297	263258
3739	46309	263248
3740	46324	263250
3741	46338	263246
3742	46353	263244
3743	46364	263229
3744	46377	263218
3745	46390	263209
3746	46403	263202
3747	46416	263191
3748	46428	263177
3749	46441	263166
3750	46453	263154
3751	46465	263139
3752	46477	263122
3753	46488	263104
3754	46500	263088
3755	46511	263069
3756	46522	263052
3757	46534	263035
3758	46546	263017
3759	46557	262997
3760	46568	262981
3761	46580	262965
3762	46591	262947
3763	46603	262929
3764	46615	262913
3765	46626	262896
3766	46638	262882
3767	46650	262864
3768	46661	262848
3769	46673	262831
3770	46684	262815
3771	46696	262796
3772	46707	262779
3773	46719	262760
3774	46730	262742
3775	46741	262725
3776	46753	262707
3777	46764	262689
3778	46776	262671
3779	46787	262655
3780	46800	262647
3781	46814	262640
3782	46827	262631
3783	46839	262616
3784	46852	262607
3785	46865	262602
3786	46879	262595
3787	46892	262586
3788	46904	262575
3789	46917	262562
3790	46930	262555
3791	46943	262545
3792	46956	262536
3793	46968	262523
3794	46981	262515
3795	46994	262505
3796	47006	262492
3797	47018	262476
3798	47030	262460
3799	47041	262442
3800	47052	262423
3801	47064	262405
3802	47075	262389
3803	47087	262372
3804	47099	262357
3805	47111	262341
3806	47122	262325
3807	47134	262308
3808	47145	262291
3809	47157	262272
3810	47169	262257
3811	47180	262237
3812	47191	262221
3813	47203	262206
3814	47215	262190
3815	47226	262172
3816	47238	262154
3817	47249	262137
3818	47261	262120
3819	47273	262107
3820	47285	262094
3821	47298	262082
3822	47309	262064
3823	47321	262048
3824	47332	262032
3825	47344	262018
3826	47356	262002
3827	47368	261985
3828	47379	261969
3829	47392	261958
3830	47404	261943
3831	47416	261928
3832	47428	261914
3833	47440	261898
3834	47451	261881
3835	47463	261864
3836	47474	261845
3837	47486	261828
3838	47497	261812
3839	47510	261802
3840	47523	261793
3841	47536	261783
3842	47549	261774
3843	47561	261762
3844	47573	261748
3845	47586	261740
3846	47599	261727
3847	47612	261718
3848	47624	261705
3849	47637	261695
3850	47650	261687
3851	47662	261674
3852	47674	261661
3853	47687	261647
3854	47700	261641
3855	47713	261630
3856	47726	261623
3857	47738	261611
3858	47751	261597
3859	47764	261588
3860	47776	261576
3861	47789	261567
3862	47801	261552
3863	47815	261547
3864	47827	261538
3865	47840	261524
3866	47852	261510
3867	47865	261500
3868	47877	261486
3869	47889	261474
3870	47901	261459
3871	47913	261444
3872	47925	261432
3873	47937	261417
3874	47949	261402
3875	47962	261392
3876	47974	261379
3877	47987	261367
3878	47999	261355
3879	48012	261346
3880	48026	261345
3881	48040	261339
3882	48053	261332
3883	48067	261326
3884	48080	261318
3885	48093	261308
3886	48106	261299
3887	48119	261291
3888	48132	261283
3889	48146	261276
3890	48158	261264
3891	48171	261257
3892	48185	261249
3893	48198	261241
3894	48210	261229
3895	48223	261216
3896	48235	261204
3897	48247	261190
3898	48259	261177
3899	48272	261164
3900	48284	261152
3901	48297	261144
3902	48311	261140
3903	48324	261132
3904	48338	261128
3905	48353	261126
3906	48372	261150
3907	48387	261155
3908	48402	261154
3909	48415	261147
3910	48429	261144
3911	48443	261138
3912	48456	261129
3913	48468	261117
3914	48481	261105
3915	48493	261094
3916	48506	261083
3917	48518	261066
3918	48530	261056
3919	48543	261045
3920	48556	261037
3921	48569	261026
3922	48583	261020
3923	48597	261019
3924	48612	261019
3925	48625	261014
3926	48640	261012
3927	48653	261007
3928	48667	260998
3929	48680	260990
3930	48693	260983
3931	48706	260975
3932	48720	260968
3933	48733	260959
3934	48746	260951
3935	48759	260943
3936	48773	260937
3937	48786	260931
3938	48800	260925
3939	48813	260918
3940	48828	260917
3941	48842	260912
3942	48856	260908
3943	48870	260906
3944	48884	260902
3945	48898	260898
3946	48912	260894
3947	48926	260890
3948	48940	260888
3949	48954	260885
3950	48969	260884
3951	48982	260878
3952	48996	260873
3953	49009	260864
3954	49023	260857
3955	49036	260848
3956	49049	260841
3957	49063	260837
3958	49076	260830
3959	49090	260823
3960	49103	260815
3961	49116	260807
3962	49129	260797
3963	49143	260791
3964	49156	260782
3965	49169	260772
3966	49182	260762
3967	49195	260755
3968	49208	260747
3969	49221	260738
3970	49234	260729
3971	49247	260720
3972	49260	260711
3973	49273	260702
3974	49286	260692
3975	49298	260677
3976	49310	260659
3977	49321	260643
3978	49333	260627
3979	49344	260610
3980	49356	260594
3981	49368	260580
3982	49380	260567
3983	49392	260552
3984	49404	260535
3985	49416	260520
3986	49427	260502
3987	49439	260486
3988	49451	260471
3989	49463	260457
3990	49474	260440
3991	49486	260423
3992	49497	260404
3993	49509	260388
3994	49521	260375
3995	49533	260359
3996	49544	260340
3997	49555	260321
3998	49566	260303
3999	49577	260284
4000	49589	260266
4001	49600	260248
4002	49612	260233
4003	49623	260215
4004	49635	260198
4005	49647	260182
4006	49658	260164
4007	49670	260149
4008	49682	260134
4009	49693	260118
4010	49706	260107
4011	49719	260095
4012	49731	260081
4013	49743	260067
4014	49755	260053
4015	49767	260040
4016	49779	260027
4017	49792	260014
4018	49804	259999
4019	49816	259987
4020	49828	259973
4021	49840	259960
4022	49853	259947
4023	49865	259933
4024	49876	259917
4025	49888	259902
4026	49901	259890
4027	49913	259877
4028	49925	259862
4029	49937	259850
4030	49950	259836
4031	49962	259822
4032	49974	259810
4033	49986	259796
4034	49999	259784
4035	50011	259771
4036	50024	259760
4037	50036	259746
4038	50048	259731
4039	50060	259718
4040	50072	259705
4041	50085	259693
4042	50097	259679
4043	50109	259667
4044	50121	259653
4045	50134	259641
4046	50146	259626
4047	50158	259613
4048	50169	259597
4049	50182	259583
4050	50194	259571
4051	50206	259559
4052	50218	259544
4053	50230	259530
4054	50242	259514
4055	50254	259498
4056	50266	259483
4057	50278	259469
4058	50290	259457
4059	50302	259440
4060	50314	259426
4061	50325	259410
4062	50338	259396
4063	50349	259380
4064	50361	259366
4065	50373	259351
4066	50385	259335
4067	50396	259318
4068	50408	259300
4069	50420	259286
4070	50431	259269
4071	50443	259253
4072	50455	259238
4073	50467	259222
4074	50478	259205
4075	50489	259187
4076	50501	259170
4077	50513	259154
4078	50524	259139
4079	50536	259125
4080	50548	259109
4081	50560	259093
4082	50571	259075
4083	50582	259056
4084	50594	259040
4085	50605	259023
4086	50617	259005
4087	50628	258988
4088	50640	258971
4089	50651	258954
4090	50662	258936
4091	50674	258920
4092	50686	258903
4093	50696	258883
4094	50708	258867
4095	50720	258851
4096	50735	258853
4097	50747	258838
4098	50758	258820
4099	50770	258804
4100	50781	258787
4101	50792	258768
4102	50804	258752
4103	50816	258737
4104	50830	258733
4105	50843	258724
4106	50857	258719
4107	50871	258716
4108	50885	258712
4109	50899	258709
4110	50914	258706
4111	50928	258703
4112	50946	258723
4113	50962	258727
4114	50976	258724
4115	50990	258720
4116	51005	258718
4117	51019	258717
4118	51034	258713
4119	51048	258710
4120	51062	258707
4121	51077	258706
4122	51091	258701
4123	51104	258695
4124	51118	258689
4125	51132	258684
4126	51146	258680
4127	51159	258671
4128	51172	258662
4129	51185	258653
4130	51198	258645
4131	51211	258637
4132	51225	258629
4133	51238	258622
4134	51251	258613
4135	51263	258597
4136	51275	258582
4137	51286	258565
4138	51298	258549
4139	51310	258533
4140	51321	258518
4141	51333	258502
4142	51345	258489
4143	51358	258475
4144	51369	258457
4145	51381	258442
4146	51392	258426
4147	51404	258410
4148	51416	258395
4149	51428	258379
4150	51439	258362
4151	51451	258346
4152	51463	258332
4153	51475	258317
4154	51486	258298
4155	51497	258282
4156	51508	258262
4157	51520	258246
4158	51532	258230
4159	51543	258212
4160	51554	258195
4161	51566	258180
4162	51578	258164
4163	51590	258149
4164	51601	258133
4165	51613	258116
4166	51624	258098
4167	51635	258080
4168	51647	258063
4169	51659	258047
4170	51670	258031
4171	51682	258014
4172	51694	258000
4173	51705	257984
4174	51717	257966
4175	51728	257951
4176	51740	257934
4177	51752	257917
4178	51763	257900
4179	51775	257884
4180	51786	257869
4181	51798	257850
4182	51809	257834
4183	51821	257818
4184	51833	257803
4185	51844	257786
4186	51855	257767
4187	51867	257752
4188	51878	257734
4189	51890	257717
4190	51901	257700
4191	51913	257684
4192	51925	257670
4193	51937	257655
4194	51948	257636
4195	51960	257620
4196	51971	257602
4197	51983	257587
4198	51994	257572
4199	52006	257554
4200	52017	257538
4201	52029	257521
4202	52041	257505
4203	52052	257488
4204	52063	257472
4205	52075	257457
4206	52087	257441
4207	52098	257423
4208	52110	257408
4209	52122	257391
4210	52133	257376
4211	52145	257362
4212	52157	257345
4213	52169	257331
4214	52181	257314
4215	52192	257298
4216	52204	257281
4217	52215	257266
4218	52226	257247
4219	52238	257231
4220	52250	257214
4221	52261	257197
4222	52272	257180
4223	52284	257166
4224	52297	257155
4225	52310	257143
4226	52322	257133
4227	52335	257121
4228	52347	257105
4229	52358	257088
4230	52369	257070
4231	52380	257051
4232	52392	257035
4233	52404	257020
4234	52415	257002
4235	52426	256985
4236	52438	256969
4237	52450	256955
4238	52462	256938
4239	52473	256923
4240	52485	256906
4241	52497	256892
4242	52509	256878
4243	52520	256862
4244	52532	256844
4245	52543	256828
4246	52556	256815
4247	52568	256804
4248	52580	256789
4249	52592	256772
4250	52603	256758
4251	52616	256744
4252	52628	256731
4253	52640	256715
4254	52651	256699
4255	52662	256682
4256	52674	256665
4257	52686	256649
4258	52697	256631
4259	52708	256614
4260	52720	256598
4261	52731	256581
4262	52743	256563
4263	52754	256548
4264	52766	256531
4265	52777	256514
4266	52789	256501
4267	52801	256486
4268	52812	256466
4269	52824	256451
4270	52836	256437
4271	52847	256420
4272	52859	256403
4273	52871	256389
4274	52884	256379
4275	52895	256364
4276	52907	256349
4277	52919	256332
4278	52930	256317
4279	52942	256300
4280	52953	256282
4281	52965	256266
4282	52976	256249
4283	52987	256231
4284	52999	256214
4285	53010	256196
4286	53021	256179
4287	53033	256162
4288	53044	256145
4289	53056	256129
4290	53068	256114
4291	53080	256100
4292	53092	256090
4293	53104	256076
4294	53118	256067
4295	53131	256058
4296	53143	256046
4297	53156	256034
4298	53168	256023
4299	53181	256013
4300	53194	256002
4301	53206	255988
4302	53218	255976
4303	53231	255965
4304	53244	255955
4305	53256	255944
4306	53269	255935
4307	53282	255922
4308	53295	255912
4309	53307	255901
4310	53319	255888
4311	53331	255873
4312	53345	255865
4313	53357	255853
4314	53370	255842
4315	53382	255829
4316	53394	255816
4317	53407	255806
4318	53421	255802
4319	53435	255798
4320	53449	255792
4321	53461	255779
4322	53475	255774
4323	53488	255767
4324	53501	255756
4325	53513	255743
4326	53526	255731
4327	53538	255718
4328	53550	255706
4329	53563	255694
4330	53575	255681
4331	53587	255667
4332	53600	255655
4333	53612	255642
4334	53624	255629
4335	53637	255617
4336	53649	255604
4337	53661	255590
4338	53673	255578
4339	53685	255563
4340	53697	255551
4341	53710	255537
4342	53722	255523
4343	53734	255509
4344	53746	255496
4345	53758	255484
4346	53771	255471
4347	53783	255459
4348	53795	255447
4349	53808	255434
4350	53820	255422
4351	53832	255409
4352	53848	255413
4353	53861	255401
4354	53873	255390
4355	53886	255377
4356	53898	255364
4357	53910	255351
4358	53922	255338
4359	53935	255325
4360	53947	255314
4361	53959	255300
4362	53971	255287
4363	53984	255277
4364	53997	255265
4365	54009	255253
4366	54022	255241
4367	54034	255228
4368	54046	255214
4369	54058	255202
4370	54070	255188
4371	54083	255175
4372	54094	255160
4373	54107	255149
4374	54119	255136
4375	54131	255122
4376	54144	255108
4377	54156	255095
4378	54167	255079
4379	54179	255066
4380	54191	255051
4381	54203	255035
4382	54215	255021
4383	54227	255006
4384	54238	254990
4385	54250	254975
4386	54262	254961
4387	54274	254945
4388	54285	254930
4389	54298	254916
4390	54310	254903
4391	54322	254888
4392	54333	254871
4393	54345	254856
4394	54356	254840
4395	54367	254822
4396	54380	254808
4397	54392	254795
4398	54404	254783
4399	54417	254770
4400	54428	254753
4401	54439	254735
4402	54451	254720
4403	54463	254705
4404	54474	254688
4405	54486	254672
4406	54498	254658
4407	54509	254641
4408	54522	254631
4409	54534	254619
4410	54547	254607
4411	54559	254594
4412	54572	254583
4413	54584	254571
4414	54596	254559
4415	54609	254546
4416	54621	254534
4417	54634	254524
4418	54647	254514
4419	54660	254504
4420	54672	254492
4421	54686	254484
4422	54699	254476
4423	54712	254465
4424	54724	254454
4425	54737	254443
4426	54749	254430
4427	54761	254416
4428	54773	254402
4429	54785	254389
4430	54798	254376
4431	54810	254363
4432	54822	254349
4433	54834	254335
4434	54846	254322
4435	54858	254309
4436	54871	254296
4437	54882	254280
4438	54893	254263
4439	54905	254247
4440	54917	254232
4441	54928	254214
4442	54939	254197
4443	54951	254182
4444	54963	254166
4445	54974	254150
4446	54986	254136
4447	54998	254121
4448	55010	254104
4449	55021	254086
4450	55032	254070
4451	55044	254056
4452	55056	254040
4453	55068	254025
4454	55079	254009
4455	55091	253994
4456	55103	253978
4457	55114	253963
4458	55126	253948
4459	55138	253932
4460	55150	253917
4461	55161	253901
4462	55173	253885
4463	55184	253870
4464	55196	253854
4465	55208	253841
4466	55220	253825
4467	55232	253811
4468	55243	253795
4469	55255	253778
4470	55267	253765
4471	55279	253751
4472	55291	253737
4473	55303	253725
4474	55316	253714
4475	55329	253705
4476	55342	253694
4477	55355	253685
4478	55367	253673
4479	55380	253661
4480	55392	253649
4481	55405	253638
4482	55418	253631
4483	55431	253621
4484	55444	253610
4485	55457	253600
4486	55470	253589
4487	55482	253577
4488	55494	253565
4489	55506	253551
4490	55519	253541
4491	55532	253531
4492	55545	253521
4493	55557	253507
4494	55570	253497
4495	55583	253488
4496	55595	253476
4497	55608	253462
4498	55619	253445
4499	55630	253429
4500	55642	253413
4501	55654	253398
4502	55665	253381
4503	55677	253365
4504	55688	253349
4505	55700	253333
4506	55711	253318
4507	55723	253301
4508	55734	253284
4509	55746	253271
4510	55759	253260
4511	55772	253249
4512	55784	253236
4513	55797	253227
4514	55809	253215
4515	55822	253205
4516	55835	253194
4517	55849	253188
4518	55863	253183
4519	55877	253177
4520	55891	253174
4521	55906	253174
4522	55921	253172
4523	55936	253172
4524	55948	253158
4525	55961	253150
4526	55974	253140
4527	55986	253127
4528	55999	253117
4529	56011	253104
4530	56024	253091
4531	56040	253096
4532	56054	253091
4533	56067	253083
4534	56080	253072
4535	56092	253060
4536	56105	253047
4537	56117	253033
4538	56129	253019
4539	56141	253006
4540	56153	252995
4541	56166	252984
4542	56179	252973
4543	56193	252967
4544	56206	252961
4545	56221	252958
4546	56236	252958
4547	56250	252956
4548	56265	252953
4549	56279	252947
4550	56292	252940
4551	56305	252930
4552	56321	252933
4553	56335	252927
4554	56348	252921
4555	56362	252912
4556	56375	252904
4557	56387	252891
4558	56400	252882
4559	56414	252873
4560	56428	252868
4561	56441	252860
4562	56454	252852
4563	56467	252843
4564	56481	252836
4565	56494	252824
4566	56505	252810
4567	56518	252797
4568	56530	252785
4569	56542	252770
4570	56554	252756
4571	56566	252743
4572	56578	252728
4573	56590	252715
4574	56602	252702
4575	56615	252689
4576	56627	252676
4577	56639	252662
4578	56651	252647
4579	56663	252633
4580	56674	252618
4581	56687	252604
4582	56698	252590
4583	56710	252575
4584	56722	252560
4585	56734	252547
4586	56746	252534
4587	56758	252520
4588	56770	252505
4589	56782	252490
4590	56794	252475
4591	56806	252460
4592	56818	252448
4593	56831	252437
4594	56843	252423
4595	56855	252409
4596	56866	252394
4597	56878	252379
4598	56891	252367
4599	56903	252356
4600	56916	252345
4601	56929	252334
4602	56941	252323
4603	56955	252316
4604	56968	252308
4605	56982	252299
4606	56994	252287
4607	57008	252282
4608	57021	252273
4609	57035	252267
4610	57048	252258
4611	57063	252256
4612	57075	252245
4613	57087	252230
4614	57100	252220
4615	57113	252209
4616	57126	252199
4617	57138	252188
4618	57151	252177
4619	57164	252168
4620	57177	252155
4621	57190	252146
4622	57202	252132
4623	57215	252122
4624	57228	252112
4625	57241	252104
4626	57253	252092
4627	57266	252080
4628	57278	252067
4629	57289	252051
4630	57301	252036
4631	57313	252019
4632	57324	252003
4633	57336	251989
4634	57348	251973
4635	57359	251957
4636	57371	251942
4637	57382	251924
4638	57394	251908
4639	57405	251892
4640	57417	251876
4641	57428	251860
4642	57440	251845
4643	57452	251829
4644	57463	251813
4645	57475	251800
4646	57487	251783
4647	57498	251767
4648	57510	251752
4649	57521	251734
4650	57533	251718
4651	57545	251704
4652	57556	251687
4653	57567	251670
4654	57579	251655
4655	57590	251637
4656	57602	251621
4657	57613	251605
4658	57625	251589
4659	57636	251573
4660	57648	251557
4661	57660	251542
4662	57671	251526
4663	57683	251510
4664	57694	251494
4665	57706	251479
4666	57717	251461
4667	57728	251444
4668	57740	251428
4669	57751	251412
4670	57763	251397
4671	57774	251379
4672	57786	251362
4673	57797	251345
4674	57809	251330
4675	57821	251316
4676	57833	251302
4677	57844	251285
4678	57855	251269
4679	57867	251253
4680	57878	251236
4681	57890	251219
4682	57901	251204
4683	57913	251190
4684	57925	251175
4685	57937	251162
4686	57950	251150
4687	57962	251138
4688	57974	251122
4689	57985	251107
4690	57997	251093
4691	58009	251078
4692	58021	251062
4693	58032	251046
4694	58044	251029
4695	58055	251013
4696	58067	250999
4697	58078	250982
4698	58089	250964
4699	58101	250948
4700	58112	250932
4701	58124	250915
4702	58135	250900
4703	58148	250887
4704	58160	250873
4705	58172	250859
4706	58183	250843
4707	58195	250828
4708	58207	250814
4709	58219	250800
4710	58230	250783
4711	58241	250766
4712	58255	250757
4713	58268	250749
4714	58281	250738
4715	58294	250729
4716	58307	250721
4717	58320	250710
4718	58332	250696
4719	58345	250687
4720	58358	250677
4721	58370	250665
4722	58383	250654
4723	58395	250642
4724	58408	250630
4725	58421	250619
4726	58433	250606
4727	58445	250593
4728	58458	250583
4729	58471	250573
4730	58484	250563
4731	58496	250549
4732	58508	250536
4733	58521	250527
4734	58534	250518
4735	58547	250508
4736	58559	250494
4737	58571	250481
4738	58584	250472
4739	58596	250458
4740	58608	250443
4741	58620	250427
4742	58631	250411
4743	58644	250402
4744	58656	250387
4745	58668	250371
4746	58679	250356
4747	58691	250339
4748	58702	250323
4749	58713	250306
4750	58725	250289
4751	58736	250272
4752	58748	250258
4753	58759	250241
4754	58771	250226
4755	58783	250214
4756	58795	250199
4757	58807	250186
4758	58819	250170
4759	58830	250154
4760	58842	250139
4761	58853	250123
4762	58865	250108
4763	58877	250091
4764	58888	250076
4765	58900	250060
4766	58912	250046
4767	58924	250031
4768	58935	250015
4769	58946	249999
4770	58957	249981
4771	58969	249965
4772	58981	249951
4773	58993	249935
4774	59004	249919
4775	59015	249902
4776	59026	249885
4777	59038	249868
4778	59050	249854
4779	59061	249838
4780	59073	249824
4781	59084	249807
4782	59096	249790
4783	59107	249775
4784	59119	249760
4785	59131	249744
4786	59142	249728
4787	59153	249711
4788	59165	249697
4789	59180	249695
4790	59193	249686
4791	59207	249680
4792	59219	249667
4793	59233	249659
4794	59246	249649
4795	59259	249639
4796	59272	249631
4797	59284	249619
4798	59297	249608
4799	59309	249595
4800	59322	249585
4801	59335	249575
4802	59347	249563
4803	59359	249549
4804	59373	249541
4805	59386	249532
4806	59399	249522
4807	59412	249511
4808	59424	249500
4809	59438	249491
4810	59450	249479
4811	59462	249467
4812	59475	249457
4813	59489	249449
4814	59502	249440
4815	59515	249431
4816	59528	249422
4817	59542	249414
4818	59555	249406
4819	59568	249397
4820	59582	249389
4821	59595	249380
4822	59608	249372
4823	59622	249364
4824	59634	249353
4825	59648	249346
4826	59661	249338
4827	59675	249330
4828	59688	249321
4829	59701	249312
4830	59715	249305
4831	59729	249299
4832	59742	249292
4833	59755	249283
4834	59769	249275
4835	59782	249267
4836	59795	249257
4837	59808	249248
4838	59821	249239
4839	59834	249229
4840	59847	249219
4841	59861	249211
4842	59874	249202
4843	59887	249193
4844	59900	249185
4845	59914	249177
4846	59927	249169
4847	59941	249161
4848	59954	249152
4849	59967	249143
4850	59980	249134
4851	59994	249125
4852	60006	249115
4853	60019	249105
4854	60032	249095
4855	60045	249086
4856	60058	249075
4857	60070	249063
4858	60084	249055
4859	60095	249039
4860	60107	249022
4861	60119	249008
4862	60130	248993
4863	60142	248977
4864	60153	248960
4865	60165	248946
4866	60177	248932
4867	60189	248916
4868	60201	248902
4869	60212	248887
4870	60224	248872
4871	60236	248857
4872	60247	248841
4873	60258	248823
4874	60269	248806
4875	60281	248791
4876	60292	248773
4877	60304	248757
4878	60315	248740
4879	60326	248724
4880	60338	248707
4881	60349	248690
4882	60361	248675
4883	60372	248660
4884	60384	248644
4885	60395	248628
4886	60406	248611
4887	60418	248595
4888	60429	248579
4889	60441	248562
4890	60452	248545
4891	60464	248530
4892	60476	248518
4893	60487	248502
4894	60499	248486
4895	60511	248471
4896	60522	248455
