iter	MultiClass
318	0.7134356617
319	0.7133298366
320	0.7131870777
321	0.7130446185
322	0.7128907674
323	0.7127763084
324	0.7126729416
325	0.7125152532
326	0.7124176423
327	0.7122793802
328	0.7121979578
329	0.711978693
330	0.7117861693
331	0.7116982115
332	0.7115204973
333	0.711395246
334	0.711253926
335	0.7110988158
336	0.7110381388
337	0.7108996368
338	0.7107745054
339	0.7106453568
340	0.7105284995
341	0.7104615269
342	0.7103524641
343	0.710257971
344	0.7101239659
345	0.7099258661
346	0.7098430047
347	0.7097609828
348	0.7096370505
349	0.7095104201
350	0.7094390107
351	0.7093363633
352	0.7091967821
353	0.7090871198
354	0.7090134919
355	0.7089009516
356	0.7088106555
357	0.7087373873
358	0.708629104
359	0.7084800495
360	0.7083812394
361	0.708312588
362	0.7082291871
363	0.7080480553
364	0.7079567999
365	0.7078452188
366	0.7077293209
367	0.7076085064
368	0.7075147328
369	0.7074445225
370	0.7072597932
371	0.7071887435
372	0.7071101991
373	0.7069851876
374	0.7069276883
375	0.7067686809
376	0.7066573397
377	0.7066037976
378	0.7065474974
379	0.7064374753
380	0.7063754792
381	0.7063045494
382	0.7062188101
383	0.7060723338
384	0.7059379089
385	0.7058221309
386	0.7057440062
387	0.7056321853
388	0.705566172
389	0.705508313
390	0.7054339656
391	0.7053588988
392	0.7052778361
393	0.705179146
394	0.7050636078
395	0.7049553244
396	0.7048890114
397	0.7047998545
398	0.7046674082
399	0.7046191424
400	0.7045488122
401	0.7044500621
402	0.7043245709
403	0.7042426089
404	0.7041488952
405	0.7040484064
406	0.7039541531
407	0.703896414
408	0.7038139723
409	0.7037243957
410	0.7036525066
411	0.7035854141
412	0.7035355294
413	0.7034741928
414	0.7033922908
415	0.7033294553
416	0.7032400586
417	0.7031620538
418	0.7030972396
419	0.7030296075
420	0.7029718084
421	0.7028774352
422	0.7028094434
423	0.7027347362
424	0.7026657251
425	0.7025703926
426	0.7024902893
427	0.702352267
428	0.7022863137
429	0.7022358893
430	0.7021888826
431	0.7021119571
432	0.7020433656
433	0.7020013354
434	0.7019302257
435	0.7018512616
436	0.7017986788
437	0.7017427384
438	0.7016481254
439	0.701559688
440	0.7013864106
441	0.7012529451
442	0.7011659467
443	0.7010788883
444	0.7009867336
445	0.7009311529
446	0.7008960178
447	0.700832163
448	0.7007616529
449	0.7006969587
450	0.7006101401
451	0.7005277584
452	0.7004502933
453	0.7003549607
454	0.7002193367
455	0.7001621972
456	0.7000464791
457	0.6999970141
458	0.6999098958
459	0.699867266
460	0.6998100664
461	0.6997603616
462	0.6997112564
463	0.6996247376
464	0.6994808395
465	0.6994126677
466	0.699347254
467	0.69921169
468	0.699083141
469	0.699023723
470	0.6988807842
471	0.6988358161
472	0.6987993019
473	0.6987311901
474	0.6986160116
475	0.6985486793
476	0.6984990344
477	0.6984223487
478	0.6983566352
479	0.6983021338
480	0.6982449343
481	0.6980999569
482	0.69798256
483	0.6979163069
484	0.6978640839
485	0.6977812225
486	0.6976655644
487	0.6975937353
488	0.6975109339
489	0.6974458799
490	0.697396235
491	0.6973140332
492	0.6972387865
493	0.6971412955
494	0.6971073595
495	0.6970405668
496	0.6969270072
497	0.6968687884
498	0.696757807
499	0.6966961706
500	0.6965716387
501	0.6964983106
502	0.6964006398
503	0.6963364852
504	0.6963013501
505	0.6962102745
506	0.6961400642
507	0.6960808861
508	0.6960151726
509	0.6959726627
510	0.6958901012
511	0.695843694
512	0.6957742631
513	0.6956875046
514	0.6955765231
515	0.6954877859
516	0.6954075028
517	0.6953658922
518	0.6953128897
519	0.6952571292
520	0.6951984907
521	0.6951453683
522	0.6950658646
523	0.6949987721
524	0.6949553628
525	0.6949178294
526	0.6948581116
527	0.694782745
528	0.6947358582
529	0.6946628299
530	0.6946035318
531	0.694543994
532	0.6945116769
533	0.6944290553
534	0.6943316243
535	0.694271367
536	0.694199298
537	0.6941343639
538	0.6940019177
539	0.6939565898
540	0.693894114
541	0.6938387132
542	0.6938041777
543	0.6937207767
544	0.6936770077
545	0.6936163906
546	0.6935446214
547	0.6934980943
548	0.6934411346
549	0.6933705046
550	0.6932935191
551	0.6932296044
552	0.6931858953
553	0.6931379292
554	0.6930738946
555	0.6930022453
556	0.692936292
557	0.6928795122
558	0.6928087622
559	0.6927507833
560	0.6926853696
561	0.6926146796
562	0.692559099
563	0.6924968031
564	0.6924343273
565	0.6923947553
566	0.6923389348
567	0.6922889302
568	0.6922501976
569	0.6921858032
570	0.6920838753
571	0.6920146843
572	0.6919469922
573	0.6918843366
574	0.6918503407
575	0.6918144261
576	0.6917747342
577	0.6916990677
578	0.6916533801
579	0.6915918037
580	0.6915239317
581	0.6914959315
582	0.6914344151
583	0.6913276306
584	0.6912740885
585	0.6912096941
586	0.6911466188
587	0.6910828839
588	0.6910382755
589	0.6909752601
590	0.6909383862
591	0.6908922788
592	0.6908598418
593	0.6907985052
594	0.6906979564
595	0.6906552666
596	0.6905777415
597	0.6905484822
598	0.6904805502
599	0.6904337834
600	0.6903969694
601	0.6903601555
602	0.6903058339
603	0.6901725483
604	0.6901170276
605	0.6900634255
606	0.690030209
607	0.6899968726
608	0.6899670737
609	0.6898798954
610	0.6898436211
611	0.6897897192
612	0.6897436119
613	0.6896909092
614	0.6896457611
615	0.6895796879
616	0.6895197903
617	0.6894829764
618	0.6894233186
619	0.6893190524
620	0.6892839772
621	0.6892053729
622	0.689165621
623	0.689127428
624	0.6890520614
625	0.6890135686
626	0.6889692
627	0.6889298079
628	0.688894373
629	0.6888615762
630	0.6888103725
631	0.6887806935
632	0.6887274512
633	0.6886829027
634	0.6886084354
635	0.6885756386
636	0.6885280323
637	0.6884982334
638	0.6884530854
639	0.6884084769
640	0.6883538556
641	0.6883136241
642	0.6882510284
643	0.6881633105
644	0.6881193616
645	0.6880731943
646	0.6880315238
647	0.6879652707
648	0.6879074116
649	0.6878272484
650	0.6877650124
651	0.6877045752
652	0.687642699
653	0.687600369
654	0.6875527627
655	0.6874967623
656	0.6874586892
657	0.6873978923
658	0.6873388341
659	0.6872920072
660	0.6872435615
661	0.6871917582
662	0.6871395352
663	0.6870822157
664	0.6870389863
665	0.6869962965
666	0.6869614012
667	0.6869029426
668	0.6868438844
669	0.6867804493
670	0.6867376996
671	0.6866889541
672	0.6866330137
673	0.6865736557
674	0.6865240108
675	0.6864841391
676	0.6864118902
677	0.6863762155
678	0.6863145791
679	0.686272369
680	0.6862128911
681	0.6861611477
682	0.6861102437
683	0.6860607787
684	0.6860001017
685	0.685914842
686	0.6858772486
687	0.6858298822
688	0.6857840746
689	0.6857097872
690	0.6856587033
691	0.6855904117
692	0.685539148
693	0.6854905224
694	0.685455807
695	0.6854086204
696	0.6853772626
697	0.6853417077
698	0.6852923627
699	0.685262204
700	0.6852306663
701	0.6851663918
702	0.6850966612
703	0.6850708195
704	0.6850097227
705	0.684940112
706	0.6848943044
707	0.6848162996
708	0.6847844622
709	0.6847393741
710	0.6847010612
711	0.6846295918
712	0.6846057287
713	0.6845738313
714	0.6845210686
715	0.6844912697
716	0.6844574536
717	0.684394738
718	0.6843387976
719	0.6842659492
720	0.68422236
721	0.6841705567
722	0.6840983079
723	0.6840626331
724	0.6840177249
725	0.6839781529
726	0.6839222725
727	0.6838778439
728	0.6838322162
729	0.6837854493
730	0.6837450379
731	0.6837105024
732	0.6836766263
733	0.683631898
734	0.6835960434
735	0.6835308695
736	0.6834862611
737	0.6834403936
738	0.6833975839
739	0.6833403843
740	0.6833103456
741	0.6832728721
742	0.6832111158
743	0.6831781392
744	0.6831418649
745	0.68309216
746	0.6830524082
747	0.6830075
748	0.6829751828
749	0.6829459236
750	0.6828971181
751	0.6828405182
752	0.6828024451
753	0.6827565776
754	0.6827240206
755	0.6826876264
756	0.6826339644
757	0.6825899555
758	0.6825159079
759	0.6824891069
760	0.6824456377
761	0.6823904767
762	0.682358999
763	0.6823099537
764	0.682275718
765	0.6822068867
766	0.6821802056
767	0.6821266635
768	0.6820914684
769	0.6820255151
770	0.6819855234
771	0.6819557245
772	0.6818901908
773	0.6818576938
774	0.6818153638
775	0.6817715348
776	0.6817313633
777	0.6816797398
778	0.6816303947
779	0.6816064117
780	0.6815795507
781	0.6815394991
782	0.6815106595
783	0.6814686892
784	0.6814183848
785	0.6813708984
786	0.6813381016
787	0.6813112407
788	0.6812640541
789	0.6812211844
790	0.6811884476
791	0.6811415608
792	0.681087479
793	0.6810323181
794	0.6810016198
795	0.6809743391
796	0.6809027498
797	0.6808652763
798	0.6808348179
799	0.6807942866
800	0.6807543548
801	0.6807047699
802	0.680682106
803	0.6806527867
804	0.6806280243
805	0.6805905508
806	0.6805495398
807	0.6805233384
808	0.6804838863
809	0.6804526484
810	0.6804151749
811	0.6803890934
812	0.6803050329
813	0.6802646814
814	0.6802291266
815	0.6801987881
816	0.6801643725
817	0.6801289375
818	0.6801092115
819	0.6800659821
820	0.6800267699
821	0.6799766453
822	0.6799172873
823	0.6798841908
824	0.6798544518
825	0.6798276508
826	0.6797865199
827	0.6797529437
828	0.6797245238
829	0.6796796156
830	0.6796466389
831	0.6795837434
832	0.6795410537
833	0.6795084967
834	0.6794775586
835	0.6794222178
836	0.6793740119
837	0.6793320416
838	0.6793080586
839	0.6792662082
840	0.6792412659
841	0.6792048716
842	0.6791729142
843	0.6791277062
844	0.6790815389
845	0.6790312345
846	0.6789838681
847	0.6789466944
848	0.6789043643
849	0.6788697089
850	0.6788403297
851	0.6788009975
852	0.6787643035
853	0.6787397808
854	0.6787055451
855	0.6786720887
856	0.6786439687
857	0.6785959426
858	0.6785618268
859	0.6785006701
860	0.6784747684
861	0.6784028793
862	0.6783705022
863	0.6783356669
864	0.6783017909
865	0.6782598206
866	0.6782042999
867	0.6781755802
868	0.6781409247
869	0.6780912199
870	0.6780570441
871	0.6780239475
872	0.6779762813
873	0.6779327521
874	0.6778840665
875	0.6778347814
876	0.6777821986
877	0.6777540786
878	0.6776970589
879	0.6776532299
880	0.6776266687
881	0.6776098207
882	0.6775703086
883	0.6775206638
884	0.677500518
885	0.6774696399
886	0.677418556
887	0.6773895366
888	0.677350744
889	0.6773138102
890	0.677288628
891	0.6772508548
892	0.6772079851
893	0.6771750084
894	0.6771348369
895	0.6770955047
896	0.6770466993
897	0.6770194785
898	0.6769825447
899	0.6769516066
900	0.6769266642
901	0.6768845141
902	0.6768418842
903	0.6767770701
904	0.6767440935
905	0.6767062003
906	0.676677001
907	0.6766412063
908	0.6766054116
909	0.6765542079
910	0.6765312441
911	0.6765040833
912	0.6764752438
913	0.6764407082
914	0.6763996972
915	0.6763701382
916	0.6763144975
917	0.6762843989
918	0.6762547798
919	0.6762076532
920	0.6761789935
921	0.6761559698
922	0.6761175969
923	0.6760851599
924	0.6760579991
925	0.6760091337
926	0.6759867695
927	0.6759572704
928	0.6759102637
929	0.6758552226
930	0.6758199076
931	0.6757950852
932	0.6757633077
933	0.6757281726
934	0.6756942965
935	0.6756564034
936	0.6756324803
937	0.6756025015
938	0.6755786384
939	0.6755454819
940	0.675504351
941	0.6754636398
942	0.6754327017
943	0.6754041619
944	0.6753584743
945	0.6753205211
946	0.6752809491
947	0.6752581053
948	0.6752326233
949	0.675203424
950	0.6751482031
951	0.6751295563
952	0.6751019758
953	0.6750654017
954	0.6750389604
955	0.6750002878
956	0.6749727073
957	0.674933615
958	0.6748971008
959	0.6748555502
960	0.6748251518
961	0.6747896569
962	0.6747551213
963	0.674717468
964	0.6746900674
965	0.6746648852
966	0.6746092446
967	0.674571891
968	0.6745299807
969	0.6745066572
970	0.6744782373
971	0.6744516162
972	0.6744233762
973	0.6743706735
974	0.6743357782
975	0.6743100564
976	0.6742779791
977	0.6742398461
978	0.6742084883
979	0.6741810277
980	0.6741479311
981	0.6741190316
982	0.674097207
983	0.6740629713
984	0.6740346113
985	0.6740015747
986	0.6739628421
987	0.6739422167
988	0.67390942
989	0.6738859166
990	0.6738557579
991	0.6738180446
992	0.6737630036
993	0.6737332646
994	0.6736885363
995	0.6736595768
996	0.6736180862
997	0.6735698203
998	0.6735395418
999	0.6734767062
1000	0.6734370743
1001	0.6734096737
1002	0.6733844915
1003	0.6733523543
1004	0.6733224954
1005	0.6732868207
1006	0.6732540239
1007	0.6732249445
1008	0.6731827343
1009	0.6731543145
1010	0.6731042499
1011	0.6730683953
1012	0.6730364978
1013	0.6730116754
1014	0.6729847545
1015	0.6729491996
1016	0.6729186213
1017	0.672885045
1018	0.6728430748
1019	0.6728133358
1020	0.6727740636
1021	0.6727323331
1022	0.6727029539
1023	0.6726796305
1024	0.6726515703
1025	0.672625189
1026	0.6725934115
1027	0.6725538994
1028	0.672527758
1029	0.672488066
1030	0.6724568282
1031	0.6724313462
1032	0.6724050848
1033	0.672372288
1034	0.6723268402
1035	0.6722652638
1036	0.6722397218
1037	0.6722162784
1038	0.6721736486
1039	0.6721515243
1040	0.6721191472
1041	0.672091207
1042	0.6720561318
1043	0.6720336477
1044	0.6720011507
1045	0.671971052
1046	0.6719379554
1047	0.6718913684
1048	0.6718614496
1049	0.671826974
1050	0.6717963357
1051	0.6717588022
1052	0.6717134144
1053	0.6716816968
1054	0.6716521977
1055	0.6716206001
1056	0.6715963173
1057	0.6715617817
1058	0.6715250877
1059	0.6714798197
1060	0.671439888
1061	0.6714250185
1062	0.6713962389
1063	0.6713587055
1064	0.6713259686
1065	0.6712789019
1066	0.6712544992
1067	0.6712239808
1068	0.6712029357
1069	0.6711760148
1070	0.6711395606
1071	0.671119115
1072	0.6710847594
1073	0.6710334357
1074	0.6710119709
1075	0.6709759964
1076	0.6709497949
1077	0.670925572
1078	0.6709020687
1079	0.6708665738
1080	0.6708276613
1081	0.6707940851
1082	0.670757571
1083	0.6707260932
1084	0.6707016306
1085	0.6706754891
1086	0.6706517459
1087	0.6706302811
1088	0.6705968247
1089	0.6705741008
1090	0.6705190598
1091	0.6704944772
1092	0.6704644984
1093	0.6704369779
1094	0.6704055601
1095	0.670381757
1096	0.670353457
1097	0.6703327117
1098	0.6703039321
1099	0.6702738933
1100	0.6702349809
1101	0.6702008051
1102	0.6701718456
1103	0.6701467833
1104	0.6701238795
1105	0.6701105689
1106	0.670079451
1107	0.6700600847
1108	0.670032804
1109	0.6700078017
1110	0.6699887352
1111	0.6699605551
1112	0.6699309361
1113	0.6698926832
1114	0.6698550898
1115	0.6698284087
1116	0.6697980701
1117	0.6697597573
1118	0.6697382924
1119	0.66969938
1120	0.6696765362
1121	0.6696463176
1122	0.6696137006
1123	0.6695747282
1124	0.6695506852
1125	0.6695053573
1126	0.6694816741
1127	0.6694543334
1128	0.6694283718
1129	0.6694108642
1130	0.6693916778
1131	0.6693543842
1132	0.6693185296
1133	0.6692914288
1134	0.6692589917
1135	0.6692378867
1136	0.6692142034
1137	0.6691884816
1138	0.6691600617
1139	0.6691444128
1140	0.6691050807
1141	0.6690773203
1142	0.6690481809
1143	0.6690214399
1144	0.66897887
1145	0.6689456535
1146	0.6689190324
1147	0.6688952892
1148	0.6688692076
1149	0.6688466636
1150	0.6688038539
1151	0.6687630228
1152	0.6687476137
1153	0.6686904142
1154	0.6686628937
1155	0.6686324952
1156	0.6686086321
1157	0.6685793728
1158	0.6685552698
1159	0.6685138991
1160	0.6684814621
1161	0.668437813
1162	0.6684000397
1163	0.6683679624
1164	0.6683470972
1165	0.6683257523
1166	0.6683033881
1167	0.6682818034
1168	0.6682559617
1169	0.6682247838
1170	0.6682080556
1171	0.6681843124
1172	0.6681480381
1173	0.6681299309
1174	0.6680998922
1175	0.6680686543
1176	0.6680324399
1177	0.6680041399
1178	0.667984294
1179	0.6679639084
1180	0.6679401652
1181	0.6679055098
1182	0.6678719935
1183	0.6678471711
1184	0.6678206698
1185	0.6678056205
1186	0.6677715046
1187	0.6677505794
1188	0.6677234187
1189	0.667698896
1190	0.6676623219
1191	0.6676314438
1192	0.6676056021
1193	0.6675777817
1194	0.6675414475
1195	0.6675205223
1196	0.6674928818
1197	0.6674398794
1198	0.667417755
1199	0.6673795021
1200	0.6673489837
1201	0.6673199043
1202	0.6672914244
1203	0.6672698397
1204	0.6672457368
1205	0.6672334455
1206	0.6672052654
1207	0.6671836207
1208	0.6671556206
1209	0.6671282799
1210	0.6671025581
1211	0.6670770762
1212	0.6670499753
1213	0.6670358254
1214	0.667010883
1215	0.6669788057
1216	0.6669617178
1217	0.6669389939
1218	0.6669124327
1219	0.6668919872
1220	0.6668672847
1221	0.6668471389
1222	0.6668141023
1223	0.6667932371
1224	0.6667533653
1225	0.6667272238
1226	0.666686033
1227	0.6666686453
1228	0.666627994
1229	0.6666035913
1230	0.6665892615
1231	0.6665665375
1232	0.6665258863
1233	0.6664730637
1234	0.6664221597
1235	0.6663906221
1236	0.6663581251
1237	0.6663280264
1238	0.6663090798
1239	0.6662798804
1240	0.6662570966
1241	0.6662400686
1242	0.6662195631
1243	0.6661746549
1244	0.6661577469
1245	0.6661252499
1246	0.6661047444
1247	0.6660845387
1248	0.6660543201
1249	0.666014928
1250	0.6659970007
1251	0.6659802126
1252	0.6659479554
1253	0.6659239724
1254	0.6659054455
1255	0.6658711498
1256	0.6658404515
1257	0.6658164685
1258	0.6657815732
1259	0.6657555516
1260	0.6657392431
1261	0.6657004506
1262	0.6656770671
1263	0.6656606388
1264	0.665636296
1265	0.6655987626
1266	0.6655688437
1267	0.6655540342
1268	0.6655198584
1269	0.6654924578
1270	0.6654595411
1271	0.6654245859
1272	0.665397605
1273	0.6653744613
1274	0.6653577931
1275	0.6653076087
1276	0.6652850646
1277	0.6652578439
1278	0.665230803
1279	0.6652034624
1280	0.665181338
1281	0.6651533379
1282	0.6651339116
1283	0.6651072905
1284	0.6650897229
1285	0.6650601039
1286	0.6650282664
1287	0.6649951698
1288	0.6649834181
1289	0.6649613538
1290	0.664932814
1291	0.6649162657
1292	0.6648901242
1293	0.6648585265
1294	0.6648308861
1295	0.6648111001
1296	0.664790115
1297	0.6647653525
1298	0.6647446671
1299	0.6647285386
1300	0.6647073136
1301	0.6646934634
1302	0.6646658229
1303	0.6646197755
1304	0.6645953129
1305	0.6645723491
1306	0.6645546616
1307	0.6645209655
1308	0.6644880488
1309	0.6644603484
1310	0.6644336073
1311	0.6643914572
1312	0.6643630972
1313	0.6643391142
1314	0.6643093753
1315	0.664291388
1316	0.6642675848
1317	0.6642165609
1318	0.6641889205
1319	0.6641661366
1320	0.6641341193
1321	0.6641137937
1322	0.6640821361
1323	0.6640626499
1324	0.6640452622
1325	0.6640223584
1326	0.6639868635
1327	0.6639585636
1328	0.6639314028
1329	0.6639087388
1330	0.6638698264
1331	0.6638521389
1332	0.6638297747
1333	0.6638073506
1334	0.6637715559
1335	0.6637481125
1336	0.6637301253
1337	0.6636948103
1338	0.6636662105
1339	0.663649962
1340	0.6636161459
1341	0.6635943814
1342	0.6635795119
1343	0.6635579272
1344	0.663528428
1345	0.663494612
1346	0.6634736268
1347	0.6634473055
1348	0.6634260805
1349	0.6633884271
1350	0.6633711594
1351	0.6633529922
1352	0.6633329064
1353	0.6632872188
1354	0.6632726491
1355	0.6632240835
1356	0.6631981218
1357	0.6631505755
1358	0.6631257531
1359	0.6631090849
1360	0.663091997
1361	0.6630711317
1362	0.6630361765
1363	0.6630110543
1364	0.6629864717
1365	0.6629726814
1366	0.6629363471
1367	0.6629075675
1368	0.6628904796
1369	0.6628603809
1370	0.6628394557
1371	0.6628139738
1372	0.6627901706
1373	0.6627686458
1374	0.6627381274
1375	0.6627135448
1376	0.6626915404
1377	0.6626662983
1378	0.6626487907
1379	0.6626260668
1380	0.6626084392
1381	0.6625765418
1382	0.6625511198
1383	0.662528216
1384	0.6625065713
1385	0.6624734148
1386	0.6624487723
1387	0.6624197528
1388	0.6623998469
1389	0.6623806605
1390	0.6623487031
1391	0.6623300563
1392	0.6623070925
1393	0.662278253
1394	0.6622582271
1395	0.6622418587
1396	0.6622192547
1397	0.662187837
1398	0.6621610359
1399	0.6621235025
1400	0.6621041362
1401	0.662080393
1402	0.6620574892
1403	0.662038003
1404	0.6620095831
1405	0.661992855
1406	0.6619627563
1407	0.6619454885
1408	0.6619144305
1409	0.6618822333
1410	0.6618620276
1411	0.6618321687
1412	0.6618026696
1413	0.661780845
1414	0.6617574616
1415	0.661715971
1416	0.6616846132
1417	0.6616533753
1418	0.6616225571
1419	0.6615979745
1420	0.6615669165
1421	0.6615443724
1422	0.6615264451
1423	0.6615048604
1424	0.6614712242
1425	0.6614509586
1426	0.661426316
1427	0.6613976563
1428	0.6613857247
1429	0.6613552063
1430	0.6613264267
1431	0.6612884136
1432	0.6612749831
1433	0.661253938
1434	0.6612325332
1435	0.6612083703
1436	0.6611589652
1437	0.6611431964
1438	0.6611206524
1439	0.6610945109
1440	0.6610693886
1441	0.6610539196
1442	0.661033534
1443	0.6610100307
1444	0.6609849084
1445	0.6609556492
1446	0.6609358032
1447	0.6609157774
1448	0.6608945524
1449	0.6608690704
1450	0.6608515029
1451	0.6608190059
1452	0.660800479
1453	0.6607830913
1454	0.6607639049
1455	0.660735545
1456	0.6607191765
1457	0.6606943541
1458	0.6606728293
1459	0.6606542425
1460	0.660622465
1461	0.6606070559
1462	0.6605846917
1463	0.6605678437
1464	0.6605441005
1465	0.6605303702
1466	0.660512263
1467	0.6605001516
1468	0.660479766
1469	0.6604532048
1470	0.6604377358
1471	0.660421847
1472	0.6603928275
1473	0.6603798767
1474	0.6603465403
1475	0.6603278935
1476	0.6603123045
1477	0.6602863429
1478	0.6602634991
1479	0.6602390964
1480	0.6602214688
1481	0.6601955672
1482	0.6601784793
1483	0.660161871
1484	0.660115224
1485	0.6600999948
1486	0.6600751724
1487	0.66003614
1488	0.6600167138
1489	0.6599977672
1490	0.6599687477
1491	0.659944285
1492	0.6599298952
1493	0.6599050728
1494	0.6598896637
1495	0.6598675993
1496	0.6598489525
1497	0.659815796
1498	0.6597978687
1499	0.6597729863
1500	0.6597557785
1501	0.659740969
1502	0.6597106904
1503	0.659678793
1504	0.6596652426
1505	0.6596527114
1506	0.6596142786
1507	0.6595937132
1508	0.6595747666
1509	0.659547426
1510	0.6595315972
1511	0.6595064749
1512	0.6594844705
1513	0.6594670828
1514	0.6594351854
