iter	MultiClass
5800	0.6076903125
5801	0.6076778413
5802	0.6076715458
5803	0.6076596142
5804	0.6076485221
5805	0.6076352714
5806	0.607630235
5807	0.6076192028
5808	0.6076107488
5809	0.6076014554
5810	0.6075874853
5811	0.6075817893
5812	0.6075771126
5813	0.6075709969
5814	0.6075659006
5815	0.6075585857
5816	0.6075501917
5817	0.6075462944
5818	0.6075349025
5819	0.6075294464
5820	0.6075258489
5821	0.6075155362
5822	0.6075054034
5823	0.6074976089
5824	0.6074923326
5825	0.607487596
5826	0.6074784824
5827	0.6074727265
5828	0.6074673903
5829	0.6074628935
5830	0.6074540197
5831	0.6074455058
5832	0.6074404094
5833	0.6074364522
5834	0.6074306963
5835	0.6074216427
5836	0.6074164264
5837	0.6074092914
5838	0.6074029959
5839	0.6074002978
5840	0.6073955611
5841	0.6073879465
5842	0.6073848887
5843	0.6073812912
5844	0.6073707387
5845	0.6073537707
5846	0.6073385415
5847	0.6073339847
5848	0.6073176163
5849	0.6073099417
5850	0.6073046055
5851	0.6072918945
5852	0.6072808024
5853	0.6072761856
5854	0.6072689308
5855	0.6072602369
5856	0.6072550206
5857	0.6072507037
5858	0.6072475259
5859	0.6072424895
5860	0.6072378727
5861	0.6072322367
5862	0.6072280397
5863	0.6072203651
5864	0.6072093329
5865	0.6072047162
5866	0.6071975213
5867	0.6071926048
5868	0.6071907461
5869	0.6071772557
5870	0.6071691614
5871	0.6071632855
5872	0.6071572298
5873	0.6071511142
5874	0.6071464375
5875	0.6071432597
5876	0.6071363046
5877	0.6071325273
5878	0.6071247328
5879	0.6071207756
5880	0.6071151996
5881	0.6071094437
5882	0.607104647
5883	0.6071022487
5884	0.6070929553
5885	0.6070854007
5886	0.6070663342
5887	0.6070561414
5888	0.6070434304
5889	0.6070350963
5890	0.607027002
5891	0.6070146507
5892	0.6070067364
5893	0.6069961239
5894	0.6069933059
5895	0.6069857512
5896	0.6069787362
5897	0.6069700423
5898	0.6069621879
5899	0.6069511557
5900	0.6069473784
5901	0.6069424019
5902	0.6069371256
5903	0.6069319693
5904	0.6069269328
5905	0.6069172797
5906	0.6069087057
5907	0.6069022903
5908	0.6068911981
5909	0.6068873009
5910	0.6068820246
5911	0.6068741702
5912	0.6068690138
5913	0.6068660759
5914	0.6068579816
5915	0.6068449109
5916	0.6068351378
5917	0.6068308808
5918	0.6068195489
5919	0.6068113347
5920	0.606806658
5921	0.6068020412
5922	0.6067947864
5923	0.6067874716
5924	0.6067780582
5925	0.6067693644
5926	0.6067639082
5927	0.606758632
5928	0.6067448417
5929	0.606738786
5930	0.6067294926
5931	0.606726135
5932	0.6067228973
5933	0.6067124646
5934	0.6067050299
5935	0.6066990342
5936	0.6066856037
5937	0.606682366
5938	0.6066763102
5939	0.6066626399
5940	0.6066543058
5941	0.6066453122
5942	0.6066414749
5943	0.6066312821
5944	0.6066270851
5945	0.6066188109
5946	0.6066157531
5947	0.6066069993
5948	0.6066001042
5949	0.6065941084
5950	0.6065733032
5951	0.6065582538
5952	0.6065531574
5953	0.6065406862
5954	0.6065369089
5955	0.6065242579
5956	0.6065185619
5957	0.6065056111
5958	0.6064934397
5959	0.606481628
5960	0.6064701162
5961	0.6064673581
5962	0.606461962
5963	0.6064554865
5964	0.6064495507
5965	0.6064424758
5966	0.6064380989
5967	0.6064345014
5968	0.6064268868
5969	0.6064165741
5970	0.6064080601
5971	0.6064019444
5972	0.6063974476
5973	0.6063861756
5974	0.6063815589
5975	0.6063750235
5976	0.6063716059
5977	0.6063667494
5978	0.6063621926
5979	0.6063572761
5980	0.6063514602
5981	0.6063443252
5982	0.6063400682
5983	0.6063304151
5984	0.6063203422
5985	0.6063179439
5986	0.6063100895
5987	0.6063030145
5988	0.606298098
5989	0.606292402
5990	0.6062886247
5991	0.6062854469
5992	0.6062775925
5993	0.6062660806
5994	0.6062596052
5995	0.6062531298
5996	0.6062423374
5997	0.6062370012
5998	0.6062314251
5999	0.6062221317
6000	0.6062094807
6001	0.6062050438
6002	0.6061951508
6003	0.6061899345
6004	0.6061860972
6005	0.6061774034
6006	0.606172247
6007	0.6061665511
6008	0.6061555788
6009	0.6061449663
6010	0.6061333346
6011	0.6061201439
6012	0.6061182253
6013	0.6061125293
6014	0.6061027562
6015	0.606093223
6016	0.60608333
6017	0.6060746961
6018	0.6060632442
6019	0.606057908
6020	0.6060430985
6021	0.6060399807
6022	0.6060348243
6023	0.6060299677
6024	0.6060219934
6025	0.6060175565
6026	0.6060052652
6027	0.6059997491
6028	0.6059841602
6029	0.6059770252
6030	0.6059707297
6031	0.6059562799
6032	0.6059531022
6033	0.6059451878
6034	0.6059331962
6035	0.6059279799
6036	0.6059176073
6037	0.6059078942
6038	0.6059001596
6039	0.6058926649
6040	0.6058876885
6041	0.6058764164
6042	0.6058709003
6043	0.6058665234
6044	0.6058597482
6045	0.6058533328
6046	0.6058485362
6047	0.6058415211
6048	0.6058369644
6049	0.6058315682
6050	0.6058280307
6051	0.6058248529
6052	0.6058211955
6053	0.605816219
6054	0.6058104032
6055	0.6057961932
6056	0.6057926557
6057	0.6057891782
6058	0.6057840818
6059	0.6057774265
6060	0.6057727498
6061	0.6057660346
6062	0.6057578803
6063	0.6057401329
6064	0.60573006
6065	0.6057265225
6066	0.6057186081
6067	0.6057161499
6068	0.605713092
6069	0.6057043382
6070	0.6056999014
6071	0.6056908478
6072	0.6056856914
6073	0.6056776571
6074	0.6056697427
6075	0.6056627877
6076	0.6056543336
6077	0.6056518154
6078	0.6056434813
6079	0.6056343078
6080	0.6056272928
6081	0.6056228559
6082	0.6056188987
6083	0.6056082263
6084	0.6056057081
6085	0.6055983932
6086	0.6055859221
6087	0.6055837036
6088	0.6055806458
6089	0.6055721318
6090	0.605564817
6091	0.6055553437
6092	0.6055488083
6093	0.6055418533
6094	0.6055344185
6095	0.6055296819
6096	0.6055221272
6097	0.6055170908
6098	0.6055088166
6099	0.6054955061
6100	0.605484354
6101	0.6054731419
6102	0.6054613902
6103	0.6054515572
6104	0.6054464008
6105	0.6054369275
6106	0.6054294328
6107	0.6054261352
6108	0.6054195398
6109	0.605416542
6110	0.6054082678
6111	0.6054026918
6112	0.605399514
6113	0.6053948373
6114	0.6053875825
6115	0.6053793083
6116	0.6053760706
6117	0.6053621604
6118	0.6053580833
6119	0.6053507086
6120	0.6053427942
6121	0.605337398
6122	0.6053344001
6123	0.6053309825
6124	0.6053243272
6125	0.6053144342
6126	0.6053051408
6127	0.6053004042
6128	0.6052972864
6129	0.6052859544
6130	0.6052809779
6131	0.6052761813
6132	0.6052689264
6133	0.605262511
6134	0.6052545966
6135	0.6052490805
6136	0.6052411061
6137	0.6052367292
6138	0.6052236585
6139	0.6052166435
6140	0.605208789
6141	0.6052002151
6142	0.6051948189
6143	0.6051864848
6144	0.6051793498
6145	0.6051717352
6146	0.6051538679
6147	0.6051482319
6148	0.6051415766
6149	0.6051329427
6150	0.6051234694
6151	0.6051164544
6152	0.6051018847
6153	0.6050968482
6154	0.6050881544
6155	0.6050790409
6156	0.6050756233
6157	0.6050671693
6158	0.6050571563
6159	0.6050506809
6160	0.6050340127
6161	0.6050271176
6162	0.6050162653
6163	0.6050103894
6164	0.6050052931
6165	0.6050015757
6166	0.6049925221
6167	0.6049871259
6168	0.6049803507
6169	0.6049744749
6170	0.6049669202
6171	0.6049577467
6172	0.6049486332
6173	0.6049380207
6174	0.6049313654
6175	0.6049221919
6176	0.6049155965
6177	0.6049085815
6178	0.6049010868
6179	0.6048972495
6180	0.6048916135
6181	0.6048886156
6182	0.6048818404
6183	0.604874046
6184	0.6048672708
6185	0.6048601358
6186	0.6048521015
6187	0.6048440072
6188	0.6048389108
6189	0.6048297973
6190	0.6048209835
6191	0.60481181
6192	0.6048029363
6193	0.6047925636
6194	0.6047843494
6195	0.6047811717
6196	0.6047745164
6197	0.6047713387
6198	0.6047649832
6199	0.6047589874
6200	0.6047529317
6201	0.6047492143
6202	0.6047418995
6203	0.6047384819
6204	0.6047332056
6205	0.6047257709
6206	0.6047150985
6207	0.6047103019
6208	0.6047043661
6209	0.6047011883
6210	0.6046941133
6211	0.6046868585
6212	0.6046835008
6213	0.6046781047
6214	0.6046700703
6215	0.6046645542
6216	0.6046595778
6217	0.6046463871
6218	0.6046404513
6219	0.6046342157
6220	0.6046273206
6221	0.6046198259
6222	0.6046095132
6223	0.6046018386
6224	0.6045995602
6225	0.6045917658
6226	0.6045898471
6227	0.6045853503
6228	0.6045776158
6229	0.6045694616
6230	0.6045641253
6231	0.604560288
6232	0.6045502751
6233	0.6045396027
6234	0.604533547
6235	0.6045228745
6236	0.6045195169
6237	0.604510943
6238	0.6045018894
6239	0.6044987116
6240	0.6044924161
6241	0.6044860006
6242	0.6044819835
6243	0.6044779663
6244	0.6044663945
6245	0.6044568613
6246	0.6044510454
6247	0.6044425314
6248	0.6044353365
6249	0.6044314393
6250	0.6044198075
6251	0.6044058374
6252	0.6043991221
6253	0.6043943855
6254	0.604383713
6255	0.6043759185
6256	0.6043665652
6257	0.6043582311
6258	0.6043510961
6259	0.6043466593
6260	0.604337126
6261	0.6043311303
6262	0.6043248347
6263	0.6043177597
6264	0.6043120038
6265	0.6043055883
6266	0.6042981536
6267	0.6042884405
6268	0.6042835839
6269	0.6042769286
6270	0.6042726716
6271	0.6042698536
6272	0.6042658365
6273	0.6042611598
6274	0.6042551041
6275	0.6042511469
6276	0.6042447314
6277	0.6042391554
6278	0.6042298619
6279	0.604225485
6280	0.6042222473
6281	0.6042157719
6282	0.6042110952
6283	0.6041998832
6284	0.6041934077
6285	0.6041773991
6286	0.6041655275
6287	0.6041631292
6288	0.604153416
6289	0.6041480798
6290	0.6041442425
6291	0.604140765
6292	0.60413375
6293	0.604123857
6294	0.604111146
6295	0.6041074886
6296	0.6040971759
6297	0.6040933386
6298	0.6040812871
6299	0.6040764905
6300	0.604068696
6301	0.6040615611
6302	0.6040510685
6303	0.6040480706
6304	0.6040441734
6305	0.6040345202
6306	0.6040271454
6307	0.6040190512
6308	0.6040143145
6309	0.6040096978
6310	0.6039977063
6311	0.603986794
6312	0.603981098
6313	0.6039743228
6314	0.6039682071
6315	0.6039617317
6316	0.6039565154
6317	0.6039494404
6318	0.6039459029
6319	0.6039427851
6320	0.6039357101
6321	0.6039301341
6322	0.6039240184
6323	0.6039200013
6324	0.6039145451
6325	0.6039077699
6326	0.6039021939
6327	0.6038954786
6328	0.6038881638
6329	0.6038830075
6330	0.6038796498
6331	0.6038758125
6332	0.6038652001
6333	0.603846853
6334	0.6038419365
6335	0.6038392984
6336	0.6038325831
6337	0.6038168143
6338	0.6038081205
6339	0.6038006258
6340	0.6037972082
6341	0.6037934309
6342	0.6037827584
6343	0.6037752637
6344	0.6037632722
6345	0.6037539188
6346	0.6037449252
6347	0.6037428267
6348	0.6037387496
6349	0.6037346724
6350	0.6037331735
6351	0.6037252591
6352	0.6037208223
6353	0.6037083511
6354	0.6037030149
6355	0.6037007964
6356	0.6036922225
6357	0.6036834687
6358	0.603674595
6359	0.6036682395
6360	0.6036595456
6361	0.60365343
6362	0.603643477
6363	0.6036395198
6364	0.6036351429
6365	0.6036300465
6366	0.6036233313
6367	0.6036142777
6368	0.6036092412
6369	0.6036033054
6370	0.6036015667
6371	0.6035931726
6372	0.6035811211
6373	0.6035708084
6374	0.603563014
6375	0.6035590568
6376	0.6035564786
6377	0.6035436477
6378	0.6035379517
6379	0.6035303371
6380	0.6035224227
6381	0.603516367
6382	0.603510671
6383	0.6035034761
6384	0.6035008979
6385	0.6034962212
6386	0.6034913647
6387	0.603485189
6388	0.6034815916
6389	0.6034755359
6390	0.6034708592
6391	0.603465403
6392	0.6034577884
6393	0.6034518526
6394	0.603445737
6395	0.6034405207
6396	0.6034270902
6397	0.6034147389
6398	0.6033972913
6399	0.6033884775
6400	0.6033852398
6401	0.6033816423
6402	0.6033799036
6403	0.6033724688
6404	0.6033671926
6405	0.6033610769
6406	0.603352503
6407	0.6033452481
6408	0.6033307384
6409	0.6033259418
6410	0.6033210852
6411	0.6033117918
6412	0.6033065755
6413	0.6033001001
6414	0.6032947638
6415	0.6032895475
6416	0.6032822927
6417	0.6032777359
6418	0.6032741384
6419	0.6032687423
6420	0.6032640656
6421	0.6032604082
6422	0.6032525537
6423	0.6032421211
6424	0.6032358855
6425	0.6032316285
6426	0.6032252131
6427	0.6032185578
6428	0.6032149603
6429	0.6032099838
6430	0.6032074057
6431	0.6032022493
6432	0.6031903777
6433	0.6031827631
6434	0.6031806646
6435	0.6031736496
6436	0.6031693326
6437	0.6031643561
6438	0.6031531441
6439	0.6031474481
6440	0.6031412125
6441	0.6031380348
6442	0.6031329384
6443	0.6031282617
6444	0.6031139918
6445	0.6031043386
6446	0.6030990024
6447	0.6030887497
6448	0.6030767581
6449	0.6030726211
6450	0.603068544
6451	0.6030651863
6452	0.6030504368
6453	0.6030407836
6454	0.603036047
6455	0.6030284923
6456	0.6030212974
6457	0.603007807
6458	0.6030018712
6459	0.6029982137
6460	0.6029949161
6461	0.6029901794
6462	0.6029788475
6463	0.6029693742
6464	0.6029665562
6465	0.6029616396
6466	0.6029432327
6467	0.6029384361
6468	0.6029350784
6469	0.6029293825
6470	0.6029223674
6471	0.6029138535
6472	0.6029098963
6473	0.6029065386
6474	0.6028923887
6475	0.6028889711
6476	0.6028800374
6477	0.6028755406
6478	0.6028722429
6479	0.6028676262
6480	0.60286229
6481	0.602852277
6482	0.6028455618
6483	0.6028277544
6484	0.6028232576
6485	0.6028157029
6486	0.6028049705
6487	0.6028028121
6488	0.6027984352
6489	0.6027927991
6490	0.6027855443
6491	0.6027797284
6492	0.6027719939
6493	0.6027673771
6494	0.6027615613
6495	0.6027567647
6496	0.6027531672
6497	0.6027465719
6498	0.6027423748
6499	0.6027375782
6500	0.6027351799
6501	0.6027330215
6502	0.6027283448
6503	0.6027232484
6504	0.602713955
6505	0.6027073596
6506	0.6026980662
6507	0.6026945887
6508	0.6026910512
6509	0.6026866143
6510	0.6026822974
6511	0.6026740832
6512	0.6026725243
6513	0.6026631709
6514	0.602653158
6515	0.6026480016
6516	0.602643265
6517	0.6026358902
6518	0.6026330722
6519	0.6026240186
6520	0.6026202413
6521	0.602613526
6522	0.6026096888
6523	0.60259386
6524	0.6025821083
6525	0.6025713159
6526	0.6025659197
6527	0.6025540481
6528	0.6025510503
6529	0.6025475128
6530	0.6025422365
6531	0.6025407376
6532	0.6025357611
6533	0.6025314441
6534	0.602527427
6535	0.6025194526
6536	0.6025145961
6537	0.6025027844
6538	0.6024937908
6539	0.6024887544
6540	0.602479341
6541	0.6024689684
6542	0.6024617135
6543	0.6024557777
6544	0.6024507413
6545	0.602439829
6546	0.602435572
6547	0.6024281972
6548	0.602422861
6549	0.6024167453
6550	0.60241015
6551	0.6024009765
6552	0.6023915032
6553	0.6023747151
6554	0.6023728564
6555	0.6023665009
6556	0.6023586465
6557	0.602352291
6558	0.6023476742
6559	0.6023428177
6560	0.6023383208
6561	0.602329627
6562	0.6023204535
6563	0.6023093014
6564	0.6023035455
6565	0.6022980294
6566	0.6022854383
6567	0.602278723
6568	0.6022681705
6569	0.6022596565
6570	0.6022472453
6571	0.6022399904
6572	0.6022295578
6573	0.6022233822
6574	0.6022127697
6575	0.6021994591
6576	0.6021953221
6577	0.6021907653
6578	0.6021877674
6579	0.602181352
6580	0.6021719986
6581	0.6021678615
6582	0.6021612062
6583	0.6021532918
6584	0.6021493946
6585	0.602147356
6586	0.6021406408
6587	0.6021366236
6588	0.6021272103
6589	0.6021175571
6590	0.6021129404
6591	0.6021095228
6592	0.6021040667
6593	0.6020983107
6594	0.6020927946
6595	0.6020882379
6596	0.6020804434
6597	0.6020733684
6598	0.6020581392
6599	0.6020522034
6600	0.602048426
6601	0.6020373939
6602	0.6020320576
6603	0.6020263617
6604	0.602020186
6605	0.6020155693
6606	0.602013111
6607	0.6020038176
6608	0.6019986613
6609	0.6019959032
6610	0.6019912865
6611	0.6019861301
6612	0.6019790551
6613	0.6019695819
6614	0.6019658045
6615	0.6019604683
6616	0.6019544126
6617	0.6019430207
6618	0.6019287508
6619	0.6019244338
6620	0.6019171789
6621	0.6019135815
6622	0.6019033887
6623	0.6018990718
6624	0.6018938555
6625	0.6018879197
6626	0.6018777269
6627	0.6018701123
6628	0.6018587203
6629	0.6018476881
6630	0.6018372555
6631	0.6018340178
6632	0.6018267629
6633	0.6018177693
6634	0.6018090755
6635	0.6017980433
6636	0.6017904287
6637	0.6017831138
6638	0.6017769982
6639	0.6017682444
6640	0.6017591308
6641	0.601754634
6642	0.6017463599
6643	0.6017376061
6644	0.6017323298
6645	0.6017171605
6646	0.6017125438
6647	0.6017068478
6648	0.6016956957
6649	0.6016922781
6650	0.6016890404
6651	0.601685443
6652	0.6016794472
6653	0.601672732
6654	0.6016666163
6655	0.6016625392
6656	0.6016485691
6657	0.6016434127
6658	0.6016404748
6659	0.6016355583
6660	0.601627524
6661	0.6016193697
6662	0.6016151128
6663	0.6016125945
6664	0.60160486
6665	0.6015956865
6666	0.6015898107
6667	0.6015821961
6668	0.6015720632
6669	0.6015658876
6670	0.6015619304
6671	0.6015562944
6672	0.6015528169
6673	0.6015459217
6674	0.6015363285
6675	0.6015316518
6676	0.6015294334
6677	0.6015227781
6678	0.6015109665
6679	0.6015086281
6680	0.6015027523
6681	0.6014963368
6682	0.6014877629
6683	0.6014788292
6684	0.6014745123
6685	0.6014632403
6686	0.6014571246
6687	0.6014505293
6688	0.6014475314
6689	0.6014397369
6690	0.6014304435
6691	0.6014258867
6692	0.6014201907
6693	0.601414135
6694	0.601408559
6695	0.6014011842
6696	0.6013973469
6697	0.6013914111
6698	0.6013857751
6699	0.6013806187
6700	0.6013682675
6701	0.60135064
6702	0.6013415864
6703	0.6013292951
6704	0.6013206012
6705	0.6013158046
6706	0.6013119673
6707	0.6012994962
6708	0.6012948794
6709	0.6012854661
6710	0.6012787508
6711	0.6012750934
6712	0.6012717358
6713	0.6012692776
6714	0.6012640612
6715	0.6012600441
6716	0.6012579456
6717	0.6012501511
6718	0.6012455344
6719	0.6012404979
6720	0.601233303
6721	0.6012274871
6722	0.6012238297
6723	0.601222031
6724	0.6012182537
6725	0.6012138168
6726	0.6012090202
6727	0.6012027846
6728	0.6012013456
6729	0.6011931315
6730	0.6011889344
6731	0.6011800007
6732	0.6011757438
6733	0.6011738251
6734	0.6011611741
6735	0.6011540391
6736	0.6011419877
6737	0.6011381504
6738	0.6011322146
6739	0.6011283173
6740	0.6011224415
6741	0.6011178847
6742	0.6011007369
6743	0.6010938417
6744	0.6010869466
6745	0.6010837689
6746	0.6010762742
6747	0.6010690793
6748	0.6010632634
6749	0.6010558286
6750	0.6010489335
6751	0.6010419185
6752	0.6010347835
6753	0.6010275287
6754	0.6010180554
6755	0.6010130789
6756	0.6010051045
6757	0.6009985692
6758	0.6009896955
6759	0.6009824406
6760	0.6009723078
6761	0.600962115
6762	0.6009573184
6763	0.6009504233
6764	0.600945147
6765	0.6009386116
6766	0.600935194
6767	0.6009251212
6768	0.6009194852
6769	0.6009137292
6770	0.6009033566
6771	0.6008954422
6772	0.6008870481
6773	0.6008779945
6774	0.6008724185
6775	0.6008607267
6776	0.6008474162
6777	0.6008448979
6778	0.6008329664
6779	0.6008258914
6780	0.6008162382
6781	0.6008122211
6782	0.6008058056
6783	0.6007951332
6784	0.6007902766
6785	0.6007832616
6786	0.6007753472
6787	0.6007669531
6788	0.6007613771
6789	0.6007496254
6790	0.6007423705
6791	0.6007342163
6792	0.6007312784
6793	0.6007227044
6794	0.6007189871
6795	0.6007089142
6796	0.6007059763
6797	0.6007014795
6798	0.6006957235
6799	0.6006907471
6800	0.6006860704
6801	0.6006808541
6802	0.6006758776
6803	0.6006688026
6804	0.600666824
6805	0.6006619674
6806	0.6006577104
6807	0.6006475776
6808	0.6006405026
6809	0.6006333677
6810	0.6006287509
6811	0.6006200571
6812	0.6006116031
6813	0.6006090849
6814	0.6006020099
6815	0.6005914573
6816	0.6005864809
6817	0.6005830033
6818	0.600577847
6819	0.6005745493
6820	0.6005704722
6821	0.6005624978
6822	0.6005547633
6823	0.6005505063
6824	0.6005431915
6825	0.6005358167
6826	0.6005293413
6827	0.6005201678
6828	0.600512853
6829	0.6004982233
6830	0.6004922276
6831	0.6004852125
6832	0.6004807757
6833	0.6004674651
6834	0.6004588912
6835	0.6004543944
6836	0.6004400045
6837	0.6004359874
6838	0.6004298717
6839	0.6004268738
6840	0.60041812
6841	0.6004138631
6842	0.60040409
6843	0.6003986938
6844	0.6003967152
6845	0.6003918586
6846	0.6003846038
6847	0.600372912
6848	0.6003664366
6849	0.600358822
6850	0.600354565
6851	0.6003500083
6852	0.6003453316
6853	0.6003366977
6854	0.600330582
6855	0.6003282437
6856	0.6003230273
6857	0.6003197297
6858	0.6003133142
6859	0.600310796
6860	0.6003002435
6861	0.6002939479
6862	0.600289571
6863	0.600285314
6864	0.6002829157
6865	0.6002713439
6866	0.6002682261
6867	0.6002633696
6868	0.6002540162
6869	0.6002492196
6870	0.6002447827
6871	0.600240226
6872	0.6002342902
6873	0.6002206798
6874	0.6002164228
6875	0.6002121059
6876	0.6002012535
6877	0.6001962171
6878	0.6001911807
6879	0.6001868038
6880	0.6001774504
6881	0.600170975
6882	0.6001673176
6883	0.6001632405
6884	0.6001547265
6885	0.6001506494
6886	0.600144114
6887	0.6001360197
6888	0.6001252274
6889	0.600120071
6890	0.6001120367
6891	0.6001067005
6892	0.6000986062
6893	0.600096088
6894	0.6000908117
6895	0.6000848759
6896	0.6000765418
6897	0.6000708459
6898	0.6000622719
6899	0.6000548971
6900	0.6000477022
6901	0.6000434452
6902	0.6000377493
6903	0.6000309741
6904	0.6000252181
6905	0.6000161046
6906	0.6000117277
6907	0.6000023743
6908	0.599997158
6909	0.59999434
6910	0.5999920017
6911	0.5999864256
6912	0.599981569
6913	0.5999799502
6914	0.5999747339
6915	0.5999653205
6916	0.5999565068
6917	0.599949072
6918	0.5999419971
6919	0.5999316844
6920	0.5999276672
6921	0.5999244295
6922	0.5999158556
6923	0.5999077613
6924	0.5999027848
6925	0.5998951102
6926	0.5998840781
6927	0.5998767632
6928	0.5998679495
6929	0.5998620137
6930	0.5998561378
6931	0.5998508016
6932	0.5998419279
6933	0.5998319749
6934	0.5998263989
6935	0.5998247201
6936	0.5998214224
6937	0.5998184845
6938	0.599814947
6939	0.5997980989
6940	0.5997927627
6941	0.5997879661
6942	0.5997831095
6943	0.5997775934
6944	0.5997705784
6945	0.5997606854
6946	0.5997567282
6947	0.5997508524
6948	0.5997455161
6949	0.5997423384
6950	0.5997361028
6951	0.5997257301
6952	0.5997157772
6953	0.5997055244
6954	0.5997010876
6955	0.5996975501
6956	0.5996936528
6957	0.599684959
6958	0.5996763851
6959	0.5996688304
6960	0.5996647533
6961	0.599652522
6962	0.5996418495
6963	0.5996367531
6964	0.5996318966
6965	0.5996297381
6966	0.5996239222
6967	0.5996195453
6968	0.5996152883
6969	0.5996094724
6970	0.5996056951
6971	0.5995970612
6972	0.5995910055
6973	0.5995884873
6974	0.5995850097
6975	0.5995809326
6976	0.5995762559
6977	0.5995700803
6978	0.5995614464
6979	0.5995559903
6980	0.5995456776
6981	0.5995314077
6982	0.5995192963
6983	0.5995156389
6984	0.599509823
6985	0.5995034075
6986	0.5994980713
6987	0.5994948336
6988	0.5994920755
6989	0.5994860798
6990	0.5994810433
6991	0.5994742082
6992	0.5994691717
6993	0.5994647349
6994	0.5994571802
6995	0.5994458483
6996	0.5994370944
6997	0.5994304392
6998	0.5994222849
6999	0.5994167089
7000	0.5994069358
7001	0.5994027388
7002	0.5993997409
7003	0.5993960835
7004	0.5993908072
7005	0.5993814538
7006	0.5993768371
7007	0.5993696422
7008	0.5993639462
7009	0.5993587899
7010	0.599355792
7011	0.5993526742
7012	0.5993457191
7013	0.5993406227
7014	0.5993382844
7015	0.5993340274
7016	0.5993292908
7017	0.5993223357
7018	0.5993186783
7019	0.5993164598
7020	0.5993123827
7021	0.5993089651
7022	0.5993055476
7023	0.5992999116
7024	0.5992954147
7025	0.5992921171
7026	0.5992890592
7027	0.5992845025
7028	0.5992807851
7029	0.5992770078
7030	0.5992677743
7031	0.5992596201
7032	0.5992542239
7033	0.5992500868
7034	0.5992454701
7035	0.5992381553
7036	0.5992295214
7037	0.5992262237
7038	0.5992211273
7039	0.599214472
7040	0.599211714
7041	0.5992033799
7042	0.5991972043
7043	0.5991929473
7044	0.5991849729
7045	0.5991793969
7046	0.5991758594
7047	0.5991720221
7048	0.5991656066
7049	0.5991591912
7050	0.5991499577
7051	0.5991454609
7052	0.5991347285
7053	0.5991314308
7054	0.5991205785
7055	0.5991166213
7056	0.5991119446
7057	0.5991005527
7058	0.5990938374
7059	0.59909018
7060	0.599074711
7061	0.5990655974
7062	0.5990623597
7063	0.5990584025
7064	0.599050668
7065	0.599045032
7066	0.5990403553
7067	0.5990362182
7068	0.599032261
7069	0.5990290233
7070	0.5990226678
7071	0.5990152331
7072	0.5990128947
7073	0.5990027619
7074	0.5989939481
7075	0.5989858539
7076	0.5989808174
7077	0.5989774598
7078	0.5989717039
7079	0.5989632499
7080	0.5989589929
7081	0.5989507787
7082	0.5989423846
7083	0.5989381876
7084	0.5989326115
7085	0.5989169027
7086	0.5989049711
7087	0.5988998148
7088	0.5988950182
7089	0.5988852451
7090	0.5988827868
7091	0.5988771508
7092	0.598871215
7093	0.5988671978
7094	0.5988653991
7095	0.5988633006
7096	0.5988582642
7097	0.5988448337
7098	0.5988420157
7099	0.5988368593
7100	0.5988296644
7101	0.598817493
7102	0.5988112574
7103	0.5988037627
7104	0.5988025636
7105	0.5987966878
7106	0.5987888933
7107	0.5987852958
7108	0.5987785206
7109	0.5987705463
7110	0.5987661694
7111	0.5987592143
7112	0.5987557967
7113	0.5987515397
7114	0.5987396082
7115	0.5987329529
7116	0.5987258179
7117	0.59872288
7118	0.5987194025
7119	0.5987128671
7120	0.5987068713
7121	0.5987036336
7122	0.5986995565
7123	0.5986935008
7124	0.5986884644
7125	0.5986789311
7126	0.5986741345
7127	0.5986683186
7128	0.5986619631
7129	0.5986585455
7130	0.5986559674
7131	0.5986471536
7132	0.5986388795
7133	0.5986348023
7134	0.5986277273
7135	0.5986259286
7136	0.5986203526
7137	0.598614117
7138	0.5986083011
7139	0.5986039242
7140	0.5985992475
7141	0.5985847977
7142	0.5985779626
7143	0.5985690889
7144	0.5985557783
7145	0.5985467247
7146	0.5985383306
7147	0.5985277781
7148	0.5985234012
7149	0.5985178251
7150	0.5985147073
7151	0.5985105103
7152	0.5985044546
7153	0.5984976194
7154	0.5984933625
7155	0.598486947
7156	0.5984818506
7157	0.5984751354
7158	0.598471358
7159	0.5984609254
7160	0.5984555292
7161	0.5984443771
7162	0.5984406598
7163	0.5984354435
7164	0.5984267496
7165	0.5984206339
7166	0.5984132592
7167	0.5984081628
7168	0.5984012077
7169	0.5983962312
7170	0.5983819014
7171	0.5983776444
7172	0.5983698499
7173	0.5983575586
7174	0.5983539012
7175	0.5983489847
7176	0.5983345349
7177	0.5983255412
7178	0.5983176269
7179	0.5983064148
7180	0.5983002991
7181	0.5982929843
7182	0.5982860292
7183	0.5982743975
7184	0.5982634852
7185	0.5982533523
7186	0.5982498149
7187	0.5982434593
7188	0.5982360846
7189	0.5982292494
7190	0.5982267312
7191	0.5982224142
7192	0.5982203757
7193	0.5982150395
7194	0.5982110823
7195	0.5981994505
7196	0.5981929151
7197	0.5981896175
7198	0.5981841014
7199	0.5981793647
7200	0.5981727694
7201	0.5981713904
7202	0.5981626965
7203	0.5981556215
7204	0.5981522639
7205	0.5981483067
7206	0.5981396129
7207	0.5981357156
7208	0.5981320582
7209	0.5981258826
7210	0.598119587
7211	0.598113951
